tag,category,count,alias
alice_in_wonderland,3,3033,"不思議の国のアリス,ふしぎの国のアリス,愛麗絲夢遊奇境,爱丽丝梦游仙境,ふしぎのくにのありす,あいれいいとむゆうきさかい,ゆうせんきょう"
medal,0,3032,メダル
covering_own_eyes,0,3031,
food_on_head,0,3030,
oda_nobunaga_(fate),4,3030,
four-leaf_clover,0,3027,"🍀,四つ葉のクローバー,四葉のクローバー,四叶草,よつはのくろーばー,よつばのくろーばー,しかのうくさ"
nightcap,0,3027,
red_bag,0,3026,
cocktail_glass,0,3025,
spacesuit,0,3025,"宇宙服,うちゅうふく"
impregnation,0,3025,"受精,じゅせい"
millennium_cheerleader_outfit_(blue_archive),0,3024,
alternate_form,0,3023,
lotus,0,3023,"蓮,ハス,はす,蓮の花,莲花,荷花,はすのはな,かはな"
fire_emblem:_mystery_of_the_emblem,3,3020,"紋章の謎,ファイアーエムブレム紋章の謎,もんしょうのなぞ,ふぁいあーえむぶれむもんしょうのなぞ"
aerial_fireworks,0,3017,"打ち上げ花火,花火大会,うちあげはなび,はなびたいかい"
single_hair_ring,0,3015,
artoria_caster_(fate),4,3014,"アルトリア・キャスター,キャストリア,castoria"
nijigasaki_school_uniform,0,3014,
seashell,0,3013,"貝殻,贝壳,かいがら"
zombie_land_saga,3,3013,"ゾンビランドサガ,フランシュシュ,佐贺偶像是传奇,佐賀偶像是傳奇,Franchouchou,ゾンサガ,ZLS,あなたの推しゾンビ,좀비랜드사가,さぞうこれ,さがぐうぞうこれでんき,あなたのおしぞんび"
fullmetal_alchemist,3,3013,"鋼の錬金術師,钢之炼金术师,FA腐,ハガレン,こうのれんきんじゅつし,FAふ"
neck_ruff,0,3013,
horned_helmet,0,3012,
infinite_stratos,3,3011,インフィニット・ストラトス
holding_sack,0,3010,
pokemon_rse,3,3010,"RSE,RS,ルビサファ,ポケモンRSE,ポケモンRS"
driving,0,3008,"運転,操縦,うんてん,そうじゅう"
kuroki_tomoko,4,3007,"黒木智子,もこっち,黒木姉弟,ゆうもこ,こみもこ,きーもこ,今もこ,ネモクロ,吉もこ,ゆりもこ,黒木智子となかまたち,うちもこ,かともこ,キバもこ,岡もこ,まこもこ,黑木智子,tomoko,tomoko_kuroki,kurokitomoko,tomokokuroki,くろきともこ,くろききょうだい,いまもこ,きちもこ,くろきともことなかまたち,おかもこ"
blue-framed_eyewear,0,3006,
caught,0,3006,オナバレ
gilgamesh_(fate),4,3005,"ギルガメッシュ,女帝ギルガメッシュ,姫ギル,ギルガメッシュ(Fate),じょていぎるがめっしゅ,ひめぎる"
strangling,0,3004,"絞殺,首絞め,絞首,こうさつ,くびしめ,こうしゅ"
kaito_(vocaloid),4,3004,"カイト,かいと,KAITO"
ice_cube,0,3002,"冰块,こおり"
over-rim_eyewear,0,3000,
submerged,0,3000,
speaker,0,2999,スピーカー
sailor,0,2999,"セーラー,水兵服,マリンルック,すいへいふく"
amamiya_ren,4,2999,"雨宮蓮,主人公(ペルソナ5),来栖暁,ジョーカー(ペルソナ5),主明,雨宫莲,あめみやはす,しゅじんこう(ぺるそな5),くるすあかつき,しゅめい,あめ"
frilled_socks,0,2998,
shark,0,2997,"鮫,サメ,ザメ,鲨鱼,さめ"
transformers,3,2996,"トランスフォーマー,变形金刚,트랜스포머,TF擬女化,TF腐向け,TF擬人化,TFfanart,Humanformers,きん,TFぎおんなか,TFふむけ,TFぎじんか"
tiger,0,2996,"虎,とら"
petting,0,2996,
yellow-framed_eyewear,0,2996,
upturned_eyes,0,2995,"上目遣い,上目づかい,上目,向上看(脸不仰),うわめつかい,うわめづかい,うわめ,こうじょうかん(ぎょう)"
rabbit_ear_hairband,0,2991,"うさ耳カチューシャ,うさみみカチューシャ,兔子头带,兔耳头带,うさみみかちゅーしゃ,うさぎこ,とじ"
happy_halloween,0,2988,
kabedon,0,2987,"壁ドン,壁咚,かべどん,かべ"
borrowed_clothes,0,2987,"彼ジャージ,彼シャツ,かれじゃーじ,かれしゃつ"
thumb_ring,0,2986,
girls'_frontline_2:_exilium,3,2984,"GF2:EXILIUM,GF2EXILIUM,少女前线2,少女前线2:追放,少女前线2追放,少女前線2,少女前線2:追放,少女前線2追放,少前2,少前2:追放,少前2追放,소녀전선2,소녀전선2:망명,소녀전선2:_망명,소녀전선2망명,소전2,소전2:_망명,소전2:망명,소전2망명,GirlsFrontline2,GirlsFrontline2Exilium,GirlsFrontline2ExiliumEN,GFL2:EXILIUM,GFL2EXILIUM,GFL2,ドールズフロントライン2,ドールズフロントライン2:エクシリウム,ドールズフロントライン2エクシリウム,ドルフロ2,ドルフロ2:エクシリウム,ドルフロ2エクシリウム,しょうじょまえ,しょうじょまえ:ついほう,しょうじょまえついほう,しょうじょぜんせん2,しょうじょぜんせん2:ついほう,しょうじょぜんせん2ついほう,しょうまえ2,しょうまえ2:ついほう,しょうまえ2ついほう"
breast_slip,0,2984,"ポロリ,極上のポロリ,ごくじょうのぽろり"
spice_and_wolf,3,2983,"狼と香辛料,狼与香辛料,おおかみとこうしんりょう,おおかみよこうしんりょう"
nitocris_(fate),4,2982,"ニトクリス(Fate),ニトクリス"
octoling_player_character,4,2981,"8号,タコガール,タコボーイ,タコちゃん,オクトリング,8ごう"
hand_grab,0,2978,
licking_finger,0,2975,
holding_sign,0,2974,
inflatable_toy,0,2974,
white_headdress,0,2974,
champagne_flute,0,2974,
pink_bag,0,2973,
milk_bottle,0,2973,"牛乳瓶,牛乳ビン,ぎゅうにゅうかめ,ぎゅうにゅうびん"
iori_(blue_archive),4,2972,"銀鏡イオリ,시로미이오리,ぎんきょういおり"
nessa_(pokemon),4,2971,"ルリナ,ルリナ(ポケモン),ルリナ(トレーナー),露璃娜,Nessa,ネッサ,ソニルリ,ルリソニ,ヤロルリ,Rurina,つゆりだ"
arch,0,2969,アーチ
ok_sign,0,2967,
pulling_another's_clothes,0,2964,
monster_hunter_(character),4,2963,
clothes_hanger,0,2960,ハンガー
galaga,3,2960,ギャラガ
murasame_(kancolle),4,2959,"村雨,村雨(艦隊これくしょん),村雨(艦これ),むらさめ,むらさめ(かんたいこれくしょん),むらさめ(かんこれ)"
burn_scar,0,2959,
sparse_pubic_hair,0,2959,"アンダーヘア,生えかけ,ロリ陰毛,はえかけ,ろりいんもう"
candy_cane,0,2958,キャンディーケイン
hitachi_magic_wand,0,2957,"電マ,電動マッサージ機,日立マジックワンド,でんま,でんどうまっさーじき,ひたちまじっくわんど"
candlestand,0,2954,"燭台,烛台,しょくだい"
grey-framed_eyewear,0,2954,
padlock,0,2952,"南京錠,なんきんじょう"
light_trail,0,2950,
cross_scar,0,2949,
robot_girl,0,2947,"ロボ娘,ろぼむすめ"
aroused,0,2947,"被挑逗,ひちょうず"
digital_media_player,0,2944,
hex_maniac_(pokemon),4,2941,オカルトマニア
ramen,0,2940,"老麺,拉麺,拉面,らーめん,ラーメン,라면,日式拉麵,拉麵,ramen_noodles,ramennoodles,らつめん,にちしきらーめん"
multicolored_bodysuit,0,2939,
izuna_(blue_archive),4,2938,"イズナ,久田イズナ,쿠다이즈나,이즈나,ひさだいずな"
hieda_no_akyuu,4,2938,"稗田阿求,히에다노아큐,ひえだあきゅう"
cat_print,0,2935,
omelet,0,2933,オムレツ
straddling_paizuri,0,2932,"馬乗りパイズリ,うまのりぱいずり"
arabian_clothes,0,2926,アラビアン
on_lap,0,2925,
fetal_position,0,2925,
leotard_pull,0,2923,
tokkuri,0,2922,"徳利,とっくり"
multicolored_horns,0,2915,
artoria_pendragon_(lancer)_(fate),4,2914,"アルトリア・ペンドラゴン(ランサー),乳王,女神ロンゴミニアド,獅子王(Fate),ランサーアルトリア,槍トリア,乳上,ちちおう,めがみろんごみにあど,ししおう(Fate),やりとりあ,ちちうえ"
boku_wa_tomodachi_ga_sukunai,3,2914,"僕は友達が少ない,はがない,ぼくはともだちがすくない"
hiei_(kancolle),4,2913,"比叡,比叡(艦隊これくしょん),比叡(艦これ),比叡改二,ひえい,ひえい(かんたいこれくしょん),ひえい(かんこれ),ひえいかいに"
in_tree,0,2910,"樹上,きのえ"
akari_(pokemon),4,2907,"女主人公(LEGENDS),ショウ(ポケモン),ショウ(トレーナー),Akari(Pokemon),テルショウ,ウォロショウ,おんなしゅじんこう(LEGENDS)"
green_neckerchief,0,2906,
duffel_bag,0,2905,ダッフルバッグ
veiny_breasts,0,2905,"血管,乳房の青筋,けっかん,ちぶさのあおすじ"
drawing_(object),0,2904,
takodachi_(ninomae_ina'nis),4,2904,takodachi
holding_baseball_bat,0,2904,
holo,4,2903,"ホロ,赫蘿,赫萝,せきら,せき"
naganami_(kancolle),4,2902,"長波,長波(艦隊これくしょん),長波(艦これ),ちょうは,ちょうは(かんたいこれくしょん),ちょうは(かんこれ)"
unusually_open_eyes,0,2902,
misty_(pokemon),4,2901,"カスミ(トレーナー),カスミ(アニポケ),カスミ(ポケモン),カスミ,大人カスミ,カスミ(電撃ピカチュウ),おとなかすみ,かすみ(でんげきぴかちゅう)"
brown_capelet,0,2899,
black_rose,0,2898,
alternate_legwear,0,2897,
clothed_female_nude_female,0,2893,CFNF
nape,0,2892,うなじ
shimada_arisu,4,2892,"島田愛里寿,愛里寿,大学選抜チーム,みほあり,ミカあり,エリあり,しまだあいりひさし,あいりひさし,だいがくせんばつちーむ"
fire_emblem:_radiant_dawn,3,2890,"暁の女神,あかつきのめがみ"
father_and_son,0,2889,"父息子,ちちむすこ"
e.g.o_(project_moon),0,2888,"E.G.O戦,E.G.O,E.G.Oせん"
pink_pajamas,0,2888,
praying,0,2888,"祈祷,きとう"
angel_beats!,3,2886,"エンジェルビーツ,AngelBeats!,エンジェルビーツ!,AngelBeats"
bea_(pokemon),4,2886,"サイトウ,サイトウ(トレーナー),サイトウっぱい,がくせいのすがた,채두,彩豆,さいまめ"
collared_coat,0,2886,
bandaid_hair_ornament,0,2884,
orange_bodysuit,0,2882,
bamboo_forest,0,2882,"竹林,ちくりん"
crossed_bandaids,0,2881,
synthesizer_v,3,2881,"SynthesizerV,SynthV"
iseri_nina,4,2881,"井芹仁菜,になもも,ももにな,いせりひとしな"
chest_strap,0,2878,
ex-keine,4,2877,"きもけーね,キモけーね,카미시라사와케이네(백택)"
clover_hair_ornament,0,2877,
futaba_anzu,4,2875,"双葉杏,双葉杏(物理),ふたばあんず,ふたばあんず(ぶつり)"
dark_magician_girl,4,2874,"ブラックマジシャンガール,ブラック・マジシャン・ガール,ブラマジガール,BMG,黑魔导女孩,くろまがい"
purple_sailor_collar,0,2872,
callie_(splatoon),4,2871,"シオカラーズ,アオリ"
ishmael_(project_moon),4,2871,"イシュメール,Ishmael,イシュメール(LCB),이스마엘"
cover_image,0,2870,
hiroi_kikuri,4,2870,"廣井きくり,广井菊里,ひろいきくり,げんいきくざと"
gundam_00,3,2868,"ガンダム00,機動戦士ガンダム00,ガンダムOO,きどうせんしがんだむ00"
yuubari_(kancolle),4,2867,"夕張,夕張(艦隊これくしょん),夕張(艦これ),ゆうばり,ゆうばり(かんたいこれくしょん),ゆうばり(かんこれ)"
melting,0,2866,"氷解,解凍,溶融,ひょうかい,かいとう,ようゆう"
owl,0,2865,"🦉,フクロウ,猫头鹰,ふくろう,ねこ"
birthday_cake,0,2863,バースデーケーキ
street_fighter_v,3,2862,"ストリートファイター5,スト5,ストリートファイターV,ストV,SFV"
shovel,0,2861,"シャベル,ショベル,スコップ"
black_undershirt,0,2859,
torn_cape,0,2859,
drumsticks,0,2858,
scratches,0,2858,
clothes_down,0,2857,
grey_kimono,0,2856,
symboli_rudolf_(umamusume),4,2856,"シンボリルドルフ,シンボリルドルフ(ウマ娘),ルナ(ウマ娘),カイチョー,テイルド,しんぼりるどるふ(うまむすめ),るな(うまむすめ)"
zero_two_(darling_in_the_franxx),4,2856,"CODE:002,ゼロツー(ダリフラ),ゼロツー,002,02,zerotwo"
pink_belt,0,2855,
red_one-piece_swimsuit,0,2855,
futa_with_male,0,2854,"ふた×男,ふたショタ,男×ふた,ふた×男の娘,ふた×おとこ,おとこ×ふた,ふた×おとこのむすめ"
purple_sky,0,2853,
sennen_sensou_aigis,3,2853,"千年戦争アイギス,millennium_war_aigis,アイギスお絵かき,せんねんせんそうあいぎす,あいぎすおえかき"
untied_panties,0,2852,
orange_scrunchie,0,2852,
ladder,0,2851,"梯子,はしご,ハシゴ"
crotchless_panties,0,2851,オープンショーツ
eevee,4,2849,"イーブイ,伊布,いぬの"
peeking,0,2847,"覗き,偷看,のぞき"
robin_(fire_emblem),4,2847,"マイユニット,ルフレ"
steam_censor,0,2847,"ディフェンスに定評のある湯気,湯気ブラ,鉄壁の湯気,でぃふぇんすにていひょうのあるゆげ,ゆげぶら,てっぺきのゆげ"
star_choker,0,2845,
lace-trimmed_thighhighs,0,2842,
fine_fabric_emphasis,0,2842,
shirai_kuroko,4,2841,"白井黒子,しらいくろこ"
negligee,0,2840,ネグリジェ
sailor_moon,4,2840,"セーラームーン,セーラームーン(キャラクター)"
throwing,0,2838,"投擲,とうてき"
breasts_on_glass,0,2835,"乳ワイパー,ちちわいぱー"
walk-in,0,2835,
turtle_shell,0,2835,
dragon_boy,0,2831,"竜男,たつお"
kiyohime_(fate),4,2831,"清姫(Fate),清姫,きよひめ(Fate),きよひめ"
goldfish,0,2830,"金魚,きんぎょ"
anastasia_(idolmaster),4,2830,"アナスタシア,アナスタシア(シンデレラガールズ)"
takebe_saori,4,2829,"武部沙織,あんこうチーム,まこさお,みほさお,やだもー,たけべさおり"
kuromorimine_military_uniform,0,2827,
raincoat,0,2827,"レインコート,雨合羽,合羽,雨衣,あめかっぱ,かっぱ,あまい"
restaurant,0,2824,"レストラン,ファミレス,カフェ"
dusk_(arknights),4,2823,"夕,ダスク(アークナイツ),シー(アークナイツ),シィ(アークナイツ),夕(アークナイツ),シー,ゆう,ゆう(あーくないつ)"
cyberpunk,0,2823,"サイバーパンク,赛博朋克,ともかつ"
amber_(genshin_impact),4,2822,"安柏,アンバー,アンバー(原神),Amber,エウアン,あんかしわ,あんばー(はらかみ)"
pink-framed_eyewear,0,2822,
skull_and_crossbones,0,2821,"☠,🕱,髑髏と骨,ドクロマーク,頭蓋骨と交差した骨,どくろとほね,ずがいこつとこうさしたほね"
snake_tail,0,2821,
on_shoulder,0,2821,
club_(weapon),0,2821,"棍棒,こんぼう"
moonlight,0,2820,"月光,月明かり,げっこう,げつめいかり"
writing,0,2816,
dirty_face,0,2816,
reflective_floor,0,2816,"反射的地面,はんしゃてきじめん"
character_print,0,2814,
flustered,0,2814,"慌てる,あわてる"
clothed_pokemon,0,2814,
gokou_ruri,4,2813,"五更瑠璃,黒猫(俺妹),黒猫(俺の妹),ごこうるり,くろねこ(おれいもうと),くろねこ(おれのいもうと)"
cervix,0,2813,"子宫口,子宮口,こ,しきゅうくち"
watson_amelia_(1st_costume),4,2813,"ワトソン・アメリア(通常),わとそん・あめりあ(つうじょう)"
basketball_(object),0,2811,"🏀,バスケットボール"
purple_scarf,0,2811,
urethra,0,2810,"尿道,요도,にょうどう"
fewer_digits,0,2810,
treble_clef,0,2808,"ト音記号,高音谱号,G谱号,とおんきごう,こうおん,G"
covering_nipples,0,2807,
ankle_cuffs,0,2807,
hand_in_panties,0,2805,"パンツの中に手,ぱんつのなかにて"
harem,0,2804,"ハーレム,后宫,後宮,きさき,あとみや"
cold,0,2804,"寒波,寒い,寒さ責め,한파,なにこれ寒い,かんぱ,さむい,さむさせめ,なにこれさむい"
plaid_bikini,0,2804,
shiroko_terror_(blue_archive),4,2803,"砂狼クロコ,シロコ・テラー,砂狼シロコ(色彩),シロコ*テラー,すなおおかみくろこ,すなおおかみしろこ(しきさい)"
sticker_on_face,0,2803,
phimosis,0,2803,"包茎,半剥け,ほうけい,はんむけ"
the_legend_of_zelda:_twilight_princess,3,2802,"トワイライトプリンセス,塞尔达传说黄昏公主,さいたそがれこうしゅ"
toradora!,3,2802,とらドラ!
white_sash,0,2798,
uneven_sleeves,0,2795,
pudding,0,2795,"プリン,プディング,布丁,ぬのちょう"
moss,0,2791,"苔,苔藓,こけ"
emoji,0,2790,"絵文字,えもじ"
newspaper,0,2788,"📰,新聞,신문,報紙,英文报纸,しんぶん,ほうかみ,えいぶん"
nitta_minami,4,2788,"新田美波,歩くセックス,にったみなみ,あるくせっくす"
jellyfish,0,2785,"🪼,くらげ,クラゲ,海月"
frilled_capelet,0,2784,
fanny_pack,0,2783,ウエストポーチ
falin_touden,4,2781,"ファリントーデン,ファリン・トーデン,ファリン,法琳,ほうりん"
holding_lantern,0,2779,
yellow_vest,0,2778,
wedding,0,2778,"結婚,結婚式,ウェディング,결혼,けっこん,婚姻,婚礼,けっこんしき,こんいん,こんれい"
yorigami_shion,4,2776,"依神紫苑,紫苑,요리가미시온,시온,いかみしおん,しおん"
omaru_polka,4,2776,"尾丸ポルカ,絵まる,ポルカおるか,尾森歩香,おまるぽるか,えまる,おもりほかおり"
drone,0,2774,ドローン
jougasaki_rika,4,2774,"城ヶ崎莉嘉,城ケ崎莉嘉,じょうがさきりか"
blue_horns,0,2773,
monkey_d._luffy,4,2772,"モンキー・D・ルフィ,ルフィ,monkey_d._ruffy,Luffy,Ruffy"
ryouou_school_uniform,0,2772,"陵桜学園制服,りょうさくらがくえんせいふく"
giving,0,2772,
mochi,0,2772,"餅,もち,お餅,おもち"
hands_on_another's_head,0,2771,
cuddling,0,2770,"相互愛撫,依偎,搂抱,そうごあいぶ,い"
humiliation,0,2770,"屈辱,くつじょく"
white_bag,0,2769,
see-through_legwear,0,2769,
yuzu_(blue_archive),4,2767,"ユズ,ユズ(ブルアカ),ユズ(ブルーアーカイブ),花岡ユズ,하나오카유즈,yuzu,はなおかゆず"
evangelion:_3.0_you_can_(not)_redo,3,2766,"ヱヴァンゲリヲン新劇場版:q,evangelion_shin_gekijouban:_q,ゑゔぁんげりをんしんげきばはん:q"
drop-shaped_pupils,0,2765,
lycoris_uniform,0,2764,
shikishi,0,2762,"色紙,色紙絵,しきし,しきしえ"
censored_nipples,0,2761,
toga_himiko,4,2760,"トガヒミコ,渡我被身子,トガちゃん,토가,토가히미코,toga_himiko,わたりわれひみこ"
dress_flower,0,2758,
elizabeth_bathory_(fate),4,2757,エリザベート・バートリー(Fate)
white_theme,0,2756,"白,白い,しろ,しろい"
plaid_necktie,0,2756,
horizontal-striped_thighhighs,0,2756,
mouth_veil,0,2755,フェイスベール
meiji_schoolgirl_uniform,0,2755,
hikimayu,0,2754,"引眉,ひきまゆ"
thigh_ribbon,0,2752,
march_7th_(preservation)_(honkai:_star_rail),4,2750,"三月なのか(存護),さんがつなのか(そんご)"
seamed_legwear,0,2750,
shark_hood,0,2749,
alice_gear_aegis,3,2748,"アリスギアアイギス,アリス・ギア・アイギス,アリスギア,アリスギアEX,アリスギアオリジナルアクトレス,アリスギアお絵かき,大人のアリスギア,ありすぎあおえかき,おとなのありすぎあ"
fish_hair_ornament,0,2748,
shoulder_boards,0,2748,
enpera,0,2747,"えんぺら,マフモコ"
quill,0,2747,"羽ペン,羽根ペン,羽毛笔,はねぺん,うもう"
ruby_rose,4,2747,"RubyRose,rubyrose,ルビー・ローズ"
doremy_sweet,4,2745,"ドレミー・スイート,哆来咪·苏伊特,도레미스위트,とく"
gekkoukan_high_school_uniform,0,2744,
atlanta_(kancolle),4,2744,"Atlanta,アトランタ(艦隊これくしょん),Atlanta(艦隊これくしょん),アトランタ(艦これ),Atlanta(艦これ),アトランタ,亚特兰大,あとらんた(かんたいこれくしょん),Atlanta(かんたいこれくしょん),あとらんた(かんこれ),Atlanta(かんこれ)"
blue_eyeshadow,0,2743,
gegege_no_kitarou,3,2743,"ゲゲゲの鬼太郎,ゲゲゲの鬼太郎(アニメ),腐向けKTR,げげげのきたろう,げげげのきたろう(あにめ),ふむけKTR"
costume,0,2742,
cropped_hoodie,0,2741,
pokemon_(classic_anime),3,2740,"ポケットモンスター(アニポケ第1シリーズ),ぽけっともんすたー(あにぽけだい1しりーず)"
turnaround,0,2740,"三面図,さんめんず"
pencil_dress,0,2739,
hickey,0,2739,"キスマーク,吻痕,키스마크,ふんあと"
blue_bag,0,2737,
shoujo_kageki_revue_starlight,3,2736,"少女☆歌劇レヴュースタァライト,スタァライト,少女☆歌劇レヴュー・スタァライト,レヴュースタァライト,少女歌剧,少女歌劇,しょうじょ☆かげきれゔゅーすたぁらいと,しょうじょ☆かげきれゔゅー・すたぁらいと,しょうじょうた,しょうじょかげき"
belle_(zenless_zone_zero),4,2734,"リン(ゼンゼロ),铃,鈴,Belle,すず"
fur_coat,0,2734,
looking_at_mirror,0,2733,
greatsword,0,2733,
nicole_demara,4,2733,"妮可·德玛拉,ニコ・デマラ,妮可,Nicole_Demara,NicoleDemara,Nicole,ニコデマラ,·らつ"
wo-class_aircraft_carrier,4,2732,"空母ヲ級,空母ヲ级,ヲ級,ヲっぱい,くうぼをきゅう,くうぼを,をきゅう"
guro,0,2732,"グロ,内臓,R-18G,ないぞう"
hill,0,2731,"丘,おか"
anal_fingering,0,2730,
blowing_kiss,0,2730,"投げキッス,飞吻,なげきっす"
illustrious_(azur_lane),4,2730,"イラストリアス,イラストリアス(アズールレーン),光辉,일러스트리어스,エンイラ(アズールレーン),ひかり"
miyu_edelfelt,4,2727,"美遊・エーデルフェルト,みゆ・えーでるふぇると"
bit_gag,0,2725,"ビットギャグ,口銜,くちくつわ"
hands_on_own_thighs,0,2725,
a.i._voice,3,2725,"a.i.voice,AIVOICE"
grey_fur,0,2724,
hands_on_own_head,0,2722,
paint,0,2719,"ペイント,塗料,とりょう,ペンキ,颜料"
patterned_clothing,0,2718,
long_tail,0,2717,
pink_eyeshadow,0,2715,
pool_ladder,0,2715,
rug,0,2714,
skirt_around_one_leg,0,2713,
transparent_umbrella,0,2713,"ビニール傘,びにーるかさ"
patterned_background,0,2713,
ikari_shinji,4,2711,"碇シンジ,LAS,カヲシン,いかりしんじ"
heart_hands_duo,0,2711,"二人でハート,比心(二人),ふたりではーと,ひこころ(ふたり)"
sen_no_kiseki_(series),3,2710,
clannad,3,2707,"CLANNAD,clannad,クラナド,小鎮家族,团子大家族,しょうちんかぞく,だいかぞく"
darkness,0,2706,
ninomae_ina'nis_(1st_costume),4,2706,"一伊那尓栖(通常),いちいなじせい(つうじょう)"
inverted_bob,0,2705,"斜切波波头,しゃせつなみなみ"
2020,0,2705,"2020年,令和2年,2020ねん,れいわ2ねん"
shako_cap,0,2705,"シャコー帽,しゃこーぼう"
user_interface,0,2701,"HUD,GUI"
open-chest_sweater,0,2701,"胸開きタートルネック,例のタートルネック,胸空きタートルネック,むねひらきたーとるねっく,れいのたーとるねっく,むねあきたーとるねっく"
instrument_case,0,2699,
kirishima_(kancolle),4,2699,"霧島,霧島(艦隊これくしょん),霧島(艦これ),霧島改二,きりしま,きりしま(かんたいこれくしょん),きりしま(かんこれ),きりしまかいに"
mercy_(overwatch),4,2699,"Mercy,マーシー,메르시,pharmercy,ツィーグラー博士,つぃーぐらーはかせ"
greco-roman_clothes,0,2698,
spoken_character,0,2698,
zero_suit,0,2697,"ゼロスーツサムス,ゼロスーツ"
capri_pants,0,2695,
breast_curtain,0,2695,"乳暖簾,おっぱい前掛け,ちちのれん,おっぱいまえかけけ"
han_juri,4,2695,"ハン・ジュリ,ジュリ(ストリートファイター),한주리,Juri,ジュリ"
false_smile,0,2695,"目が笑ってない,怖い笑顔,笑顔が怖い,めがわらってない,こわいえがお,えがおがこわい"
mop,0,2694,"モップ,拖把"
chemise,0,2694,"シュミーズ,슈미즈"
naoetsu_high_school_uniform,0,2693,"私立直江津高校制服,しりつなおえつこうこうせいふく"
white_shoes,0,2692,
butterfly_print,0,2688,
brown_kimono,0,2687,
cheating_(relationship),0,2687,"不倫,浮気,出轨,ふりん,うわき,しゅつ"
the_legend_of_zelda:_ocarina_of_time,3,2687,"ゼルダの伝説_時のオカリナ,時のオカリナ,zelda_no_densetsu:_toki_no_ocarina,時オカ,塞尔达传说时之笛,ぜるだのでんせつ_ときのおかりな,ときのおかりな,ときおか,さいふえ"
bisexual_female,0,2686,
year_of_the_rabbit,0,2686,"卯年,兔年,うどし,うさぎねん"
hoto_cocoa,4,2685,"保登心愛,ココア,オトナココア,ほとうこころあい"
shaved_ice,0,2684,"かき氷,刨冰,冰沙,かきこおり,こおりさ"
rod_of_remorse,0,2684,"悔悟の棒,悔悟棒,かいごのぼう,かいごぼう"
thick_arms,0,2684,
grimace,0,2683,
side-tie_leotard,0,2683,
naked_coat,0,2682,"裸コート,はだかこーと"
spilling,0,2681,こぼす
gold_hairband,0,2681,
white_halo,0,2680,
licking_nipple,0,2680,"乳舐め,乳首舐め,乳首舐め手コキ,乳首舐め手マン,ちちなめ,ちくびなめ,ちくびなめてこき,ちくびなめてまん"
koizumi_hanayo,4,2679,"小泉花陽,火曜日かよちゃん,こいずみはなよう,かようびかよちゃん"
nanashi_mumei_(1st_costume),4,2677,"七詩ムメイ(通常),しちしむめい(つうじょう)"
counter,0,2675,カウンター
facing_to_the_side,0,2674,
to_heart_2,3,2674,"ToHeart2,同班同學2,どうはんどうがく2"
izumi_sagiri,4,2674,"和泉紗霧,紗霧,和泉纱雾,いずみさきり,さきり,いずみ"
finger_to_own_chin,0,2673,
shu_(arknights),4,2673,"黍,シュウ(アークナイツ),きび"
super_robot_wars,3,2672,"スーパーロボット大戦,スーパーロボット大戦シリーズ,スパロボ,スパロボ風,すーぱーろぼっとたいせん,すーぱーろぼっとたいせんしりーず,すぱろぼかぜ"
mcdonald's,3,2671,マクドナルド
katyusha_(girls_und_panzer),4,2671,"カチューシャ,カチューシャ(GuP),プラウダ高校,隊長組,ノンカチュ,カチュみほ,ダーカチュ,エリカチュ,カチューシャ親衛隊,カチューシャ日記,ぷらうだこうこう,たいちょうくみ,かちゅーしゃしんえいたい,かちゅーしゃにっき"
mahou_shoujo_lyrical_nanoha_a's,3,2668,"魔法少女リリカルなのはA's,まほうしょうじょりりかるなのはA's"
roman_numeral,0,2668,"ローマ数字,罗马数字,ろーますうじ,すうじ"
confused,0,2667,"混乱,こんらん"
brown_sailor_collar,0,2663,
dan_heng_(honkai:_star_rail),4,2663,"丹恒,단항,Danheng,Dan_Heng,たんつね"
warhammer_40k,3,2663,"Warhammer40k,40K,WH40K,ウォーハンマー40,000,warhammer,warhammer40000,warhammer_40000"
uneven_horns,0,2661,
qiqi_(genshin_impact),4,2661,"七七,七七(原神),Qiqi,しちしち,しちしち(はらかみ)"
special_week_(umamusume),4,2661,"スペシャルウィーク,スペシャルウィーク(ウマ娘),特别周,すぺしゃるうぃーく(うまむすめ),とく"
tomoe_gozen_(fate),4,2660,"アーチャー・インフェルノ,巴御前,巴御前(Fate),アーチャーインフェルノ,archer_of_inferno,ともえおまえ,ともえおまえ(Fate)"
potato_chips,0,2660,"ポテトチップス,ポテチ"
marie_(splatoon),4,2660,"シオカラーズ,ホタル,ホタル(スプラトゥーン)"
traditional_nun,0,2658,
serika_(blue_archive),4,2655,"黒見セリカ,セリカ,serika,쿠로미세리카,세리카,くろけんせりか"
hand_on_another's_stomach,0,2654,
cu_chulainn_(fate),4,2654,クー・フーリン
desert,0,2654,"砂漠,さばく"
barcode_tattoo,0,2651,
weiss_schnee,4,2651,"Weiss,weiss,WeissSchnee,Schnee,schnee,weissschnee,ワイス・シュニー"
gold_choker,0,2651,
path,0,2651,
monsterification,0,2651,"モンスター化,人魚化,スライム化,魔物化,人外化,モンスター娘化,もんすたーか,にんぎょか,すらいむか,まものか,じんがいか,もんすたーむすめか"
knees_apart_feet_together,0,2649,
turtleneck_shirt,0,2649,
red_armor,0,2648,
surrounded_by_penises,0,2648,"チンコ包囲網,ちんこほういあみ"
